exchange-api-key	api-application-programming-interface,centralized-exchange-cex,decentralized-exchange-dex,exchange,rpc-whitelist
fee-bumping	absolute-fee,accelerator,bip-125-replace-fee,estimated-confirmation-blocks,fee-estimation,fee-floor,fee-rate-escalation,fee-sniping,replace-fee-rbf,transaction,transaction-fee
fee-estimation	absolute-fee,accelerator,bip-125-replace-fee,estimated-confirmation-blocks,fee-bumping,fee-floor,fee-rate-escalation,fee-sniping,replace-fee-rbf,transaction,transaction-fee
fee-floor	absolute-fee,accelerator,bip-125-replace-fee,estimated-confirmation-blocks,fee-bumping,fee-estimation,fee-rate-escalation,fee-sniping,replace-fee-rbf,transaction,transaction-fee
fee-rate-escalation	absolute-fee,accelerator,bip-125-replace-fee,estimated-confirmation-blocks,fee-bumping,fee-estimation,fee-floor,fee-sniping,replace-fee-rbf,transaction,transaction-fee
fee-sniping	absolute-fee,accelerator,bip-125-replace-fee,estimated-confirmation-blocks,fee-bumping,fee-estimation,fee-floor,fee-rate-escalation,miner-extractable-value-mev,replace-fee-rbf,resource-exhaustion-attack,transaction,transaction-fee
fiat	bitcoin-atm,bitcoin-bond,cbdc-central-bank-digital-currency,fincen,kyc-know-your-customer,price-discovery,price-floor-btc,price-slippage,volatility
fidelity-bond	counterparty-risk,custodial-wallet,escrow,escrowed-lightning-channel,hierarchical-multisig,m-n,quorum-signatures
fincen	aml-anti-money-laundering,bitcoin-bond,bitlicense,cbdc-central-bank-digital-currency,fiat,kyc-know-your-customer
fork	airdrop-btc-fork,alt-season,altcoin,bip-50,bip-102-2mb-block-size,bitcoin-cash,chain-flag-day,chain-split,consensus-parameter,fork-detection,fork-watcher,reorg-reorganization,replay-attack
fork-detection	airdrop-btc-fork,bitcoin-cash,blockchain,chain-split,corrupted-chain-state,fork,fork-watcher,reorg-reorganization
fork-watcher	airdrop-btc-fork,bitcoin-cash,chain-split,fork,fork-detection,reorg-reorganization
fraud-proof	fraudulent-channel-close,htlc-hashed-time-locked-contract,merkle-inclusion-proof,merkle-proof,penalty-transaction,penalty-transaction,ring-verification,spv-simplified-payment-verification
fraudulent-channel-close	fraud-proof,htlc-hashed-time-locked-contract,lightning-channel,lightning-channel-splicing,lightning-network,lightning-network-daemon-lnd,lightning-node,penalty-transaction,penalty-transaction
fud-fear-uncertainty-doubt	
full-node	bitcoin-client,bitcoin-core,bitcoin-knots,byzantine-fault-tolerance,corrupted-chain-state,full-rbf,full-validation,node,node-autoban,node-headcount,node-operator,node-synchronization,node-uptime
full-rbf	absolute-fee,accelerator,bip-125-replace-fee,fee-bumping,fee-estimation,fee-floor,fee-rate-escalation,fee-sniping,full-node,replace-fee-rbf,transaction,transaction-fee
full-validation	corrupted-chain-state,double-spend,full-node,node,node-synchronization,reorg-reorganization,spv-simplified-payment-verification
fungibility	address-clustering,address-reuse,coinjoin,disinflation,double-blind-marketplace,security,shielded-coinjoin,silent-payments,stealth-address,stealth-address
futures	bear-market,bull-market,exchange,market-capitalization,market-depth,price-discovery,volatility
gadget-utxo	coin-plasma,coinjoin,payjoin,shielded-coinjoin,transaction,utxo-unspent-transaction-output
garlium	bitcoin-client,bitcoin-dev-kit-bdk,deterministic-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,wallet,wallet-import-format-wif,watch-only-wallet
genesis-block	block-header,block-height,block-reward,block-subsidy,blockchain,coinbase-transaction,genesis-keys,satoshi-nakamoto,whitepaper
genesis-keys	genesis-block,key-generation-ceremony,key-rotation,key-split,key-wiping,proof-keys,satoshi-nakamoto,security
geographic-mining-distribution	competitive-block-propagation,competitive-mining,decentralization,energy-fud,mining,mining-centralization,mining-colocation,mining-centralization,retail-mining
golden-cross	bear-market,bull-market,futures,iceberg-order,price-discovery,price-slippage
gossip-protocol-lightning	autopilot-lightning,bolt,bridge-node-lightning,churn-lightning,core-lightning-c-lightning,core-lightning-c-lightning,lightning-channel,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing
graph-pruning	inactive-channel,lightning-invoice,lucas-number,pruning-mode
green-address	address,b32-address,hierarchical-multisig,m-n,partially-signed-bitcoin-transaction-psbt,security,wallet
greenlist	address-reuse,aml-anti-money-laundering,bitlicense,fincen,kyc-know-your-customer
griefing-attack	eavesdropping-attack,eclipse-attack,htlc-hashed-time-locked-contract,jamming-attack-ln,jammed-htlc-detector,race-attack,replay-attack,resource-exhaustion-attack
grothendiecks-proof	poelstras-proof,quorum-signatures
gui-miner	asic-application-specific-integrated-circuit,cpu-mining,gui-wallet,miner,mining,mining-algorithm,mining-colocation,mining-rig,mining-software,phone-mining,retail-mining
gui-wallet	bitcoin-client,bitcoin-dev-kit-bdk,custodial-lightning-wallet,custodial-wallet,deterministic-wallet,gui-miner,hierarchical-deterministic-wallet,penalty-transaction,wallet,wallet-import-format-wif,watch-only-wallet
gweek	gyft-block,gzen-generalized-zen
gyft-block	block,gweek,gzen-generalized-zen,interactive-multi-sig
gzen-generalized-zen	gweek,gyft-block,hidden-miner,hidden-miner-tax,hidden-service-node,scriptless-scripts,stealth-address,zkcp-zero-knowledge-contingent-payment
hal-finneys-running-bitcoin	bip-42,bitcoin-pizza-day,block-height,block-reward,block-subsidy,coinbase-transaction,genesis-block,halving-halvening,satoshi-nakamoto,whitepaper
halving-halvening	bip-42,block-height,block-reward,block-size,block-subsidy,coinbase-transaction,difficulty-retargeting,disinflation,hal-finneys-running-bitcoin,mining-subsidy,revenue-ths
hardware-security-module-hsm	air-gapped,bitcoin-vault,custodial-wallet,deterministic-wallet,dukpt-derived-unique-key-transaction,hardware-seed-vault,hardware-wallet,hierarchical-deterministic-wallet,key-generation-ceremony,key-rotation,key-split,key-wiping,oracle-based-betting,security
hardware-seed-vault	air-gapped,bitcoin-inheritance-planning,bitcoin-vault,deterministic-wallet,hardware-security-module-hsm,hardware-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,inheritance-seed-backup,seed-phrase,security
hardware-wallet	air-gapped,bitcoin-inheritance-planning,bitcoin-vault,custodial-wallet,deterministic-wallet,dukpt-derived-unique-key-transaction,hardware-seed-vault,hardware-security-module-hsm,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,inheritance-seed-backup,key-generation-ceremony,key-rotation,seed-phrase,security,wallet
hash	hash-fever,hash-locktime-contract-hlc,hash-puzzle,hash-rate,hash-rate-derivative,hashlet,hashpool,merged-mining,merkle-proof,merkle-root,nonce,nonce-exhaustion,proof-work-pow
hash-fever	asic-application-specific-integrated-circuit,hash,hash-rate,hash-rate-derivative,hashlet,hashpool,miner-capitulation,mining-algorithm,mining-colocation,revenue-ths,revenue-ths
hash-locktime-contract-hlc	atomic-multi-path-payment-amp,eltoo,hash,htlc-hashed-time-locked-contract,lightning-channel,lightning-channel-splicing,lightning-network,lightning-payment,lightning-routing,payment-channel,submarine-swap
hash-puzzle	hash,hash-locktime-contract-hlc,htlc-hashed-time-locked-contract,zkcp-zero-knowledge-contingent-payment
hash-rate	asic-application-specific-integrated-circuit,competitive-block-propagation,competitive-mining,cpu-mining,cuckoo-cycle,dyson-sphere-mining,hash,hash-fever,hash-rate-derivative,hashlet,hashpool,miner,mining-algorithm,mining-colocation,revenue-ths,revenue-ths
hash-rate-derivative	cuckoo-cycle,hash,hash-fever,hash-rate,hashlet,hashpool,pop-mining,mining-algorithm,mining-colocation,revenue-ths,revenue-ths
hashlet	hash,hash-fever,hash-rate,hash-rate-derivative,hashpool,mining-algorithm,mining-colocation,mutxo,pooled-mining,revenue-ths,revenue-ths
hashpool	hash,hash-fever,hash-rate,hash-rate-derivative,hashlet,miner,mining-pool,mining-algorithm,mining-colocation,mutxo,pooled-mining,revenue-ths,revenue-ths
hd-wallet-hierarchical-deterministic-wallet	address-derivation-path,bip-44,bip-85,bitcoin-dev-kit-bdk,bitcoin-inheritance-planning,bitcoin-vault,chaincode,custodial-lightning-wallet,custodial-wallet,deterministic-wallet,garlium,gui-wallet,hardware-seed-vault,hardware-wallet,hdm-multi-signature-hd-wallet,hierarchical-deterministic-wallet,inheritance-seed-backup,seed-phrase,wallet,wallet-import-format-wif,xpub-extended-public-key
hdm-multi-signature-hd-wallet	byzantine-fault-tolerance,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,hierarchical-multisig,m-n,musig,musig2,quorum-signatures,wallet
headless-node	dedicated-ip-nodes,full-node,hidden-miner,node,node-autoban,node-headcount,node-operator,node-synchronization,node-uptime,tor-hidden-service
hidden-miner	gzen-generalized-zen,headless-node,hidden-miner-tax,hidden-service-node,miner,mining,mining-pool,mining-algorithm,mining-colocation,retail-mining
hidden-miner-tax	gzen-generalized-zen,hidden-miner,hidden-service-node,miner-extractable-value-mev,mining,mining-algorithm,mining-colocation,mining-centralization,retail-mining
hidden-service-node	gzen-generalized-zen,headless-node,hidden-miner,hidden-miner-tax,i2p-invisible-internet-project,node,node-headcount,node-operator,node-synchronization,node-uptime,tor-hidden-service
hierarchical-deterministic-wallet	address-derivation-path,bip-44,bip-85,bitcoin-dev-kit-bdk,bitcoin-inheritance-planning,bitcoin-vault,chaincode,custodial-lightning-wallet,custodial-wallet,deterministic-wallet,garlium,gui-wallet,hardware-seed-vault,hardware-security-module-hsm,hardware-wallet,hd-wallet-hierarchical-deterministic-wallet,hdm-multi-signature-hd-wallet,hierarchical-multisig,inheritance-seed-backup,seed-phrase,wallet,wallet-import-format-wif,xpub-extended-public-key
hierarchical-multisig	bip-174-psbt,custodial-lightning-wallet,green-address,hd-wallet-hierarchical-deterministic-wallet,hdm-multi-signature-hd-wallet,hierarchical-deterministic-wallet,m-n,mono-signature,musig,musig2,partially-signed-bitcoin-transaction-psbt,quorum-signatures,wallet
hodl	bitcoin-faucet,bull-market,hodl-waves,paper-hands,price-floor-btc,volatility
hodl-waves	coin-age,hodl,volatility
htlc-hashed-time-locked-contract	atomic-multi-path-payment-amp,atomic-swap,atomic-swap-refill,bolt-11,bridge-node-lightning,eltoo,escrow,escrowed-lightning-channel,fraud-proof,fraudulent-channel-close,griefing-attack,hash-locktime-contract-hlc,hash-puzzle,htlc-invoice,htlc-preimage-manager,lightning-channel,lightning-channel-splicing,lightning-network,lightning-payment,lightning-routing,payment-channel,submarine-swap
htlc-invoice	bolt-11,core-lightning-c-lightning,core-lightning-c-lightning,htlc-hashed-time-locked-contract,htlc-preimage-manager,lightning-channel,lightning-channel-splicing,lightning-invoice,lightning-network,lightning-payment,lightning-refund-invoice,lightning-routing
htlc-preimage-manager	core-lightning-c-lightning,core-lightning-c-lightning,htlc-hashed-time-locked-contract,htlc-invoice,jammed-htlc-detector,lightning-channel,lightning-channel-splicing,lightning-invoice,lightning-network,lightning-payment,lightning-refund-invoice,lightning-routing,lightning-sphinx
hybrid-mining	asic-application-specific-integrated-circuit,cpu-mining,hash-rate,merged-mining,mining-algorithm,mining-colocation,mining-rig,mining-software,phone-mining,retail-mining
i2p-invisible-internet-project	dedicated-ip-nodes,eavesdropping-attack,eclipse-attack,hidden-service-node,node,node-operator,onion-routing-lightning,tor-hidden-service
ice-lake-attack	
iceberg-order	exchange,golden-cross,price-discovery,price-slippage
inactive-channel	churn-lightning,graph-pruning,lightning-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing
incentive-compatibility	
incremental-batching	batch-transaction,batching-optimizer,consolidation-transaction,transaction,transaction-chaining,transaction-fee
inflation	bip-42,block-reward,block-subsidy,disinflation,halving-halvening,inflation-bug,mining-subsidy
inflation-bug	bip-42,block-reward,block-subsidy,disinflation,halving-halvening,inflation,mining-subsidy
inheritance-seed-backup	bitcoin-inheritance-planning,bitcoin-vault,deterministic-wallet,hardware-seed-vault,hardware-wallet,hd-wallet-hierarchical-deterministic-wallet,hierarchical-deterministic-wallet,seed-phrase,security
input-transaction-input	
instantsend	
interactive-multi-sig	gyft-block,hierarchical-multisig,m-n,mono-signature,musig,musig2,partially-signed-bitcoin-transaction-psbt,quorum-signatures
invalid-block-punishment	
inverted-tx-index	
ip-ip-transaction	
ipfs-bitcoin-bridge	
irq-priority-mining-rigs	
issuer-script	
iterative-payment-splitting	
jammed-htlc-detector	eavesdropping-attack,htlc-preimage-manager,jamming-attack-ln,lightning-network,lightning-payment,lightning-routing,lightning-sphinx
jamming-attack-ln	eavesdropping-attack,griefing-attack,htlc-hashed-time-locked-contract,hybrid-mining,jammed-htlc-detector,lightning-network,lightning-payment,lightning-routing,lightning-sphinx,race-attack,replay-attack
joel-test-bitcoin	
json-rpc-over-tor	
k-k-multisig	
key-aggregation	
key-generation-ceremony	bitcoin-inheritance-planning,chaincode,deterministic-wallet,dukpt-derived-unique-key-transaction,entropy-mixing-party,hardware-security-module-hsm,hardware-wallet,key-rotation,key-split,key-wiping,proof-keys,security
key-pool	
key-rotation	bitcoin-inheritance-planning,chaincode,deterministic-wallet,dukpt-derived-unique-key-transaction,entropy-mixing-party,genesis-keys,hardware-security-module-hsm,hardware-wallet,key-generation-ceremony,key-split,key-wiping,paper-wallet,security,stealth-address,stealth-address
key-split	bitcoin-inheritance-planning,dukpt-derived-unique-key-transaction,genesis-keys,hardware-security-module-hsm,key-generation-ceremony,key-rotation,key-wiping,paper-wallet,security
key-wiping	bitcoin-inheritance-planning,dukpt-derived-unique-key-transaction,genesis-keys,hardware-security-module-hsm,key-generation-ceremony,key-rotation,key-split,paper-wallet,security
kickstart-mining	
kyc-know-your-customer	aml-anti-money-laundering,bitlicense,cbdc-central-bank-digital-currency,centralized-exchange-cex,fiat,fincen,greenlist,security
kycpal	
latency-mining	
layer-1	
layer-3	
lightning-anchor-commitment	
lightning-backup-script	
lightning-channel	atomic-multi-path-payment-amp,audiobook-model-lightning,autopilot-lightning,bolt,bolt-11,bridge-node-lightning,churn-lightning,core-lightning-c-lightning,core-lightning-c-lightning,custodial-lightning-wallet,eltoo,escrowed-lightning-channel,fraudulent-channel-close,hash-locktime-contract-hlc,htlc-hashed-time-locked-contract,htlc-invoice,htlc-preimage-manager,inactive-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing,payment-channel,wumbo-channels-lightning
lightning-channel-capacity	bolt,bridge-node-lightning,churn-lightning,core-lightning-c-lightning,core-lightning-c-lightning,custodial-lightning-wallet,inactive-channel,lightning-channel,lightning-channel-splicing,lightning-network,lightning-node,lightning-routing,wumbo-channels-lightning
lightning-channel-splicing	atomic-multi-path-payment-amp,bolt-11,bridge-node-lightning,churn-lightning,custodial-lightning-wallet,eltoo,escrowed-lightning-channel,fraudulent-channel-close,hash-locktime-contract-hlc,htlc-hashed-time-locked-contract,htlc-invoice,htlc-preimage-manager,inactive-channel,lightning-channel,lightning-channel-capacity,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-routing,payment-channel,wumbo-channels-lightning
lightning-gossip-pruning	
lightning-invoice	bolt-11,graph-pruning,htlc-invoice,htlc-preimage-manager,lightning-network,lightning-payment,lightning-refund-invoice,lightning-routing
lightning-network	atomic-multi-path-payment-amp,audiobook-model-lightning,autopilot-lightning,bolt,bolt-11,bridge-node-lightning,churn-lightning,core-lightning-c-lightning,core-lightning-c-lightning,custodial-lightning-wallet,delayed-payment-channel,eltoo,escrowed-lightning-channel,fraudulent-channel-close,gossip-protocol-lightning,htlc-hashed-time-locked-contract,htlc-invoice,htlc-preimage-manager,jamming-attack-ln,jammed-htlc-detector,lightning-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-invoice,lightning-network-daemon-lnd,lightning-node,lightning-payment,lightning-probe,lightning-refund-invoice,lightning-routing,lightning-sphinx,onion-routing-lightning,payment-channel,submarine-swap,wumbo-channels-lightning
lightning-network-daemon-lnd	bolt,bolt-11,core-lightning-c-lightning,custodial-lightning-wallet,fraudulent-channel-close,lightning-channel,lightning-channel-splicing,lightning-network,lightning-node,lightning-routing
lightning-network-penalty	
lightning-node	autopilot-lightning,bolt,bolt-11,core-lightning-c-lightning,core-lightning-c-lightning,custodial-lightning-wallet,delayed-payment-channel,escrowed-lightning-channel,fraudulent-channel-close,gossip-protocol-lightning,lightning-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-network,lightning-network-daemon-lnd,lightning-probe,lightning-refund-invoice,lightning-routing,lightning-sphinx,onion-routing-lightning,tor-hidden-service,wumbo-channels-lightning
lightning-node-alias	
lightning-payment	atomic-multi-path-payment-amp,atomic-swap,atomic-swap-refill,bolt-11,bridge-node-lightning,churn-lightning,delayed-payment-channel,hash-locktime-contract-hlc,htlc-hashed-time-locked-contract,htlc-invoice,htlc-preimage-manager,jamming-attack-ln,jammed-htlc-detector,lightning-invoice,lightning-network,lightning-probe,lightning-refund-invoice,lightning-routing,lightning-sphinx,payment-channel,submarine-swap
lightning-probe	custodial-lightning-wallet,lightning-network,lightning-node,lightning-payment,lightning-routing,lightning-sphinx
lightning-refund-invoice	bolt-11,htlc-invoice,htlc-preimage-manager,lightning-invoice,lightning-network,lightning-node,lightning-payment,lightning-routing
lightning-routing	atomic-multi-path-payment-amp,bolt,bolt-11,bridge-node-lightning,churn-lightning,core-lightning-c-lightning,core-lightning-c-lightning,delayed-payment-channel,gossip-protocol-lightning,htlc-hashed-time-locked-contract,htlc-invoice,htlc-preimage-manager,jamming-attack-ln,jammed-htlc-detector,lightning-channel,lightning-channel-capacity,lightning-channel-splicing,lightning-invoice,lightning-network,lightning-network-daemon-lnd,lightning-node,lightning-payment,lightning-probe,lightning-refund-invoice,lightning-sphinx,onion-routing-lightning
lightning-sphinx	htlc-preimage-manager,jamming-attack-ln,jammed-htlc-detector,lightning-network,lightning-node,lightning-payment,lightning-probe,lightning-routing,onion-routing-lightning
liquid-federation	
liquid-network	
liquidity	
liquidity-ads	
locked-memory	
locked-period-soft-fork	bip-9-versionbits,bip-91,bip-119-ctv,bip-148-uasf,chain-flag-day,consensus-parameter,deployment-threshold-soft-fork,soft-fork
locktime	absolute-locktime,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,checklocktimeverify-cltv,checksequenceverify-csv,delayed-payment-channel,nlocktime,nsequence,payment-channel,time-locked-contract
lockup-period-lightning	
longest-chain-rule	
loop-inout	
lotus	
low-r-signatures	
low-s-signatures	
lucas-number	graph-pruning
lurking-wife-mode	
m-n	bip-174-psbt,bitcoin-vault,fidelity-bond,green-address,hdm-multi-signature-hd-wallet,hierarchical-multisig,interactive-multi-sig,musig,musig2,partially-signed-bitcoin-transaction-psbt,quorum-signatures
mainnet	
mainnet2	
manager-node	
market-capitalization	alt-season,bull-market,clearing-price,exchange,futures,market-depth,merchant-adoption,price-discovery,price-slippage,volatility
market-depth	blockchain,bull-market,clearing-price,exchange,futures,market-capitalization,merchant-adoption,price-discovery,price-slippage,volatility
mempool	
merchant-adoption	bitcoin-pizza-day,bull-market,clearing-price,dca-dollar-cost-averaging,market-capitalization,market-depth,price-discovery,security,volatility
merged-mining	hash,hashpool,hybrid-mining,miner,mining-pool,mining-algorithm,mining-colocation,mining-software,retail-mining
merkle-block	adaptive-block-filter,bip-37,bip-158,block-header,bloom-filter,efficient-range-proof,merkle-inclusion-proof,merkle-tree-merkle-root,merkle-proof,merkle-root
merkle-inclusion-proof	adaptive-block-filter,bip-37,bip-158,efficient-range-proof,fraud-proof,merkle-block,merkle-tree-merkle-root,merkle-proof,merkle-root
merkle-proof	adaptive-block-filter,bip-37,bip-158,block-header,bloom-filter,efficient-range-proof,fraud-proof,hash,merkle-block,merkle-inclusion-proof,merkle-tree-merkle-root,merkle-root
merkle-root	adaptive-block-filter,bip-37,bip-158,block-header,block-size,bloom-filter,chain-visualization,efficient-range-proof,hash,merkle-block,merkle-inclusion-proof,merkle-tree-merkle-root,merkleized-abstract-syntax-tree-mast,merkle-proof,spv-simplified-payment-verification
merkle-tree-merkle-root	adaptive-block-filter,bip-37,bip-158,block-header,bloom-filter,merkle-block,merkle-inclusion-proof,merkleized-abstract-syntax-tree-mast,merkle-proof,merkle-root
merkleized-abstract-syntax-tree-mast	bip-341-taproot,bip-342-tapscript,bitcoin-script,merkle-tree-merkle-root,merkle-root,taproot
micropayment	
miner	coinbase-transaction,cpu-mining,difficulty-retargeting,gui-miner,hash,hash-rate,hashpool,hidden-miner,merged-mining,pop-mining,miner-capitulation,mining,mining-pool,mining-algorithm,mining-colocation,mining-rig,mining-software,mining-subsidy,revenue-ths
miner-capitulation	coinbase-transaction,hash-fever,pop-mining,miner,mining,mining-algorithm,mining-colocation,mining-centralization,mining-subsidy,revenue-ths
miner-extractable-value-mev	chain-analysis,competitive-block-propagation,competitive-mining,fee-sniping,hidden-miner-tax,mining,mining-algorithm,mining-colocation,mining-centralization
miner-orphan-rate	
mining	competitive-mining,cpu-mining,dyson-sphere-mining,geographic-mining-distribution,hash-rate,hidden-miner,hidden-miner-tax,hybrid-mining,pop-mining,miner,miner-capitulation,miner-extractable-value-mev,mining-pool,mining-algorithm,mining-colocation,mining-centralization,mining-rig,mining-software,mining-subsidy,retail-mining,revenue-ths,revenue-ths
mining-algorithm	asic-application-specific-integrated-circuit,asic-resistance,competitive-mining,cpu-mining,cuckoo-cycle,difficulty-retargeting,dyson-sphere-mining,energy-fud,hash-fever,hash-rate,hash-rate-derivative,hashlet,hashpool,hidden-miner,hidden-miner-tax,hybrid-mining,merged-mining,miner,miner-capitulation,miner-extractable-value-mev,mining,mining-pool,mining-centralization,mining-colocation,mining-centralization,mining-rig,mining-software,proof-work-pow,retail-mining,revenue-ths,revenue-ths
mining-centralization	competitive-block-propagation,competitive-mining,decentralization,dyson-sphere-mining,energy-fud,geographic-mining-distribution,hidden-miner-tax,miner-capitulation,miner-extractable-value-mev,mining,mining-pool,mining-algorithm,retail-mining
mining-colocation	asic-application-specific-integrated-circuit,block-reward,competitive-block-propagation,competitive-mining,corrupted-chain-state,counterparty-risk,cuckoo-cycle,decentralization,dyson-sphere-mining,geographic-mining-distribution,hash-fever,hash-rate,hash-rate-derivative,hashlet,hashpool,hidden-miner,hybrid-mining,merged-mining,miner,miner-capitulation,miner-extractable-value-mev,mining,mining-pool,mining-algorithm,mining-centralization,mining-rig,mining-software,mining-subsidy,retail-mining,revenue-ths,revenue-ths
mining-front-end	
mining-pool	block-reward,coinbase-transaction,hashpool,hidden-miner,merged-mining,miner,mining,mining-algorithm,mining-colocation,mining-centralization,mining-rig,mining-software,mining-subsidy,pooled-mining,retail-mining,revenue-ths,revenue-ths
mining-rig	asic-application-specific-integrated-circuit,asic-resistance,asicboost,competitive-mining,cpu-mining,gui-miner,hybrid-mining,pop-mining,miner,mining,mining-pool,mining-algorithm,mining-colocation,mining-software,phone-mining,retail-mining
mining-software	asic-application-specific-integrated-circuit,competitive-mining,cpu-mining,gui-miner,hybrid-mining,merged-mining,pop-mining,miner,mining,mining-pool,mining-algorithm,mining-colocation,mining-rig,phone-mining,retail-mining
mining-subsidy	block-reward,difficulty,transaction-fee
minsky-moment	
mixing-service	address-clustering,coinjoin,paper-wallet,payjoin,shielded-coinjoin,stealth-address,stealth-address
mnemonic-seed-phrase	
mnemonic-entropy-bits	
mnemonic-password	
module-signing	difficulty,mono-signature,quorum-signatures
mono-signature	interactive-multi-sig,m-n,module-signing,musig,musig2,quorum-signatures,schnorr-signature,signature-aggregation,signature-clipping
mtp-median-time-past	absolute-locktime,bip-113
musig	bip-174-psbt,covariance-transaction,ecdsa-elliptic-curve-digital-signature-algorithm,elliptic-curve,hdm-multi-signature-hd-wallet,hierarchical-multisig,interactive-multi-sig,m-n,mono-signature,musig2,partial-signature,partially-signed-bitcoin-transaction-psbt,quorum-signatures,schnorr-signature,signature-aggregation,signature-clipping
musig2	bip-174-psbt,covariance-transaction,ecdsa-elliptic-curve-digital-signature-algorithm,elliptic-curve,hdm-multi-signature-hd-wallet,hierarchical-multisig,interactive-multi-sig,m-n,mono-signature,musig,partial-signature,partially-signed-bitcoin-transaction-psbt,quorum-signatures,schnorr-signature,signature-aggregation,signature-clipping
mutxo	hashlet,hashpool,utxo-unspent-transaction-output
namecoin	
native-segwit	
negligible-output-attack	
neutrino	
nlocktime	absolute-locktime,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,checklocktimeverify-cltv,checksequenceverify-csv,delayed-justice-transaction,locktime,mtp-median-time-past,nsequence,time-locked-contract,transaction
node	bitcoin-client,bitcoin-core,bitcoin-knots,bitcoin-satellite,dedicated-ip-nodes,eclipse-attack,full-node,full-validation,headless-node,hidden-service-node,i2p-invisible-internet-project,node-autoban,node-headcount,node-operator,node-synchronization,node-uptime
node-autoban	bitcoin-satellite,dedicated-ip-nodes,eclipse-attack,full-node,node,node-headcount,node-operator,node-synchronization,node-uptime
node-headcount	bitcoin-satellite,byzantine-fault-tolerance,dedicated-ip-nodes,decentralization,eclipse-attack,full-node,hidden-service-node,node,node-autoban,node-operator,node-synchronization,node-uptime
node-operator	bitcoin-knots,bitcoin-satellite,dedicated-ip-nodes,full-node,headless-node,hidden-service-node,i2p-invisible-internet-project,node,node-autoban,node-headcount,node-synchronization,node-uptime
node-synchronization	bitcoin-knots,bitcoin-satellite,corrupted-chain-state,dedicated-ip-nodes,full-node,full-validation,headless-node,hidden-service-node,node,node-autoban,node-headcount,node-operator,node-uptime
node-uptime	dedicated-ip-nodes,eclipse-attack,full-node,headless-node,hidden-service-node,node,node-autoban,node-headcount,node-operator,node-synchronization
nonce	consensus-parameter,difficulty,difficulty-retargeting,hash,nonce-exhaustion,proof-work-pow
nonce-exhaustion	difficulty-retargeting,nonce,proof-work-pow
nsequence	absolute-locktime,bip-65-opchecklocktimeverify,bip-68-relative-locktime,bip-113,checklocktimeverify-cltv,checksequenceverify-csv,delayed-justice-transaction,locktime,mtp-median-time-past,nlocktime,time-locked-contract,transaction
chain	
one-way-peg	counterparty-risk,sidechain
onion-routing-lightning	eavesdropping-attack,gossip-protocol-lightning,i2p-invisible-internet-project,lightning-network,lightning-node,lightning-routing,lightning-sphinx,tor-hidden-service
op-code-operation-code	bip-119-ctv,bitcoin-script,checktemplateverify-ctv,covenants,opreturn,script,scriptless-scripts
opreturn	bitcoin-script,chain-bulletin-board,op-code-operation-code,opreturn-based-tokens,script,scriptless-scripts
opreturn-based-tokens	bitlicense,chain-bulletin-board,colored-coins,dapp-decentralized-application,opreturn
oracle-based-betting	counterparty-risk,hardware-security-module-hsm,rpc-whitelist,security
ordered-commitment	
orphan-block	
output-transaction-output	
output-descriptor	
p2pk-pay-public-key	address,b32-address,p2sh-pay-script-hash,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,p2pkh-pay-public-key-hash,utxo-unspent-transaction-output
p2pkh-pay-public-key-hash	address,b32-address,p2sh-pay-script-hash,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,p2pk-pay-public-key,utxo-unspent-transaction-output
p2sh-pay-script-hash	address,bip-16-p2sh,bitcoin-script,p2wpkh-pay-witness-public-key-hash,p2wsh-pay-witness-script-hash,partially-signed-bitcoin-transaction-psbt,p2pkh-pay-public-key-hash,p2pk-pay-public-key
p2wpkh-pay-witness-public-key-hash	address,bip-85,p2sh-pay-script-hash,p2wsh-pay-witness-script-hash,p2pkh-pay-public-key-hash,p2pk-pay-public-key,utxo-unspent-transaction-output
p2wsh-pay-witness-script-hash	address,p2sh-pay-script-hash,p2wpkh-pay-witness-public-key-hash,p2pkh-pay-public-key-hash,p2pk-pay-public-key,utxo-unspent-transaction-output
paper-code-check	
paper-hands	airdrop-btc-fork,altcoin,bear-market,bull-market,hodl,volatility
paper-wallet	address,bitcoin-inheritance-planning,key-rotation,key-split,key-wiping,mixing-service
partial-preimage-attack	
partial-signature	bip-174-psbt,hierarchical-multisig,m-n,musig,musig2,partially-signed-bitcoin-transaction-psbt,quorum-signatures
